,Index,MolarVolume,AtomicPeriod Exponential,AtomicNumber Cubed,AbsoluteMeltingPoint,Electronegativity Exponential,AtomicGroup Exponential,Bond dissociation energy Cubed,EmpiricalRadius Exponential,AbsoluteMeltingPoint Cubed,Oxidation_States Exponential,AtomicPeriod Square Root,Assumed CN Cubed,CalculaterRadius Exponential,AtomicNumber Inversed Log,Bond dissociation energy Inversed Log,AtomicGroup Inversed Log,Electronegativity Inversed Log,AbsoluteMeltingPoint Inversed Log,AtomicWeight Inversed Log,Assumed CN Inversed Log,EmpiricalRadius Inversed Log,AtomicPeriod Inversed Log,MolarVolume Inversed Log,Oxidation_States Inversed Log,CalculaterRadius Inversed Log,Young's modulus E (GPa)
10,# 872,0.2620767123829245,1.351486123602756,0.0055994216525233715,0.6064514504806517,1.7030837377068266,1.8777616675658717,0.265854351720844,1.4540269592672364,0.2230427532202482,1.6127029892744826,0.5488212999484522,0.031048167019648375,1.4333577658107743,-1.3729399269792806,1.7908380760728957,1.8584173833412416,2.704778737748483,2.000522546386645,-1.0276685366159108,-6.35303153936145,57.468062145464046,-5.000880581847683,-2.9488258747548746,3.821598654241241,-46.30421699548368,78.4
11,# 835,0.2730805935677416,1.3956124250860895,0.007086276057561864,0.5379828543733203,1.6493983574520057,1.6924603723420175,0.15173489431921489,1.5038508370813892,0.15570598437816055,1.6159215891437708,0.5773502691896257,0.0451089164449244,1.4810058239428308,-1.53878088273761,2.692080860469935,2.7941204746967148,3.2501969612999733,2.631084500971152,-1.1176106924791256,-30.402730334153908,9.6540866375658,-10.140723975747152,-3.3558363094884447,3.7617488822598766,15.303308184684354,77.4
12,# 3704,0.140378036948984,1.0990218869278237,0.00033546208937279033,0.8875796270747957,1.6748033503374913,1.7957095845697149,0.6558193510567161,1.2750222308105494,0.6992330950464051,1.3640299378916108,0.30727933632953336,0.015125417691011632,1.3039871205198608,-0.5999998073597702,1.1636340651185555,2.1526646900869557,2.9606673126124767,1.135405046151338,-0.5279785839791191,-2.5180911006321884,-2.4105471162554477,-0.7352962210592181,-1.0379729624486544,-5.890900510492151,-3.063566054376285,58.5
13,# 2239,0.28177460632158624,1.217404678912632,0.0011143353975658985,0.7501360873059764,1.4070074081612467,1.4886422842803608,0.3893598068008467,1.600786973605162,0.42210468900080383,1.2107704137567548,0.44353272758091694,0.08430519892387249,1.611408320336864,-0.7895781770328606,1.458612887389895,12.762235098323838,-13.421023197654947,1.403510030992558,-0.6723140418993067,5.695969042134397,4.064531218352316,-1.5975273543888486,-3.750265387636307,-1.5287295891250594,3.846320839396817,101.0
14,# 2242,0.34085524898896835,1.3135419572539493,0.002715925102520675,0.6503710707300963,1.3649958698325952,1.4468561965649436,0.2651853139583152,1.7342002644010688,0.2750956007037901,1.2362977302671287,0.5222329678670936,0.121524193178156,1.7258980534447246,-1.031416022310915,1.793535809369181,243.5455766429073,-5.971016946945438,1.7550393350665308,-0.8366381929208994,3.3618791056560684,2.48043005167651,-3.3413192631250905,-13.106609678896005,-1.81620904395612,2.5354893542382624,95.2
15,# 3757,0.08515630468537448,1.0000000000000004,1.255530259846899e-05,0.8756794739892181,1.6076549609072648,1.7100526896542545,0.7373613928578905,1.2183980134100958,0.6714837540555559,1.305528079261569,2.107342425544701e-08,0.004850429041464172,1.2957463097036417,-0.3620841215675418,1.1130392043220811,2.650014982990473,3.9201998177179562,1.1530768993593083,-0.3287724321232869,-1.2882790012372198,-1.6081567857898622,-0.029111652501670717,-0.6834023554583882,-3.1058090177818203,-2.852318183918721,68.0
16,# 845,0.5193140825337058,1.7265052708955442,0.023602111362409386,0.5007899867869614,1.5474255560638563,1.6924603723420175,0.14899771847379187,1.8658465718129968,0.12559342670192067,1.6159215891437708,0.7389853116132565,0.19238995900687256,1.8424930335090488,-4.019189720765061,2.7367875059365088,2.7941204746967148,5.83957775338565,3.2422105080407637,-2.0585483050306808,2.2193139842312952,1.894161615371775,2.531353781588032,2.9006224433397834,3.7617488822598766,1.9702983554808369,70.7
17,# 3758,0.09301791229375553,1.0000000000000004,9.909628190441825e-06,0.8642022357885314,1.5721041494517527,1.6661796782047869,0.7157460650323039,1.2408212340559177,0.6454255546408803,1.2816370660941272,2.107342425544701e-08,0.006014084232737922,1.3235086853285485,-0.35202988585992506,1.1254627759593892,3.0515644913535316,4.834549652256626,1.1708895341355752,-0.3204618438093757,-1.4193448836104507,-1.8743219060671592,-0.029111652501670717,-0.7272921927506909,-2.5395577075174085,-3.6772319893247203,73.0
18,# 4924,0.34461309175771154,1.4713890646483607,0.009640128601167086,0.483365921398896,1.555620415249171,1.6663390820392214,0.14683415439834555,1.653679706878278,0.11293487737956075,1.5692137733845701,0.6214554662658655,0.0648031389453233,1.6168480903416342,-1.8272395775709065,2.7738007907433344,3.0498207254355503,5.4564153377879965,3.6627529177085902,-1.2629135234532327,11.38093349792509,3.1965148612602667,20.568535585451862,-15.30620887320363,4.931729376304291,3.7449329798098048,75.9
19,# 3759,0.10102129821788733,1.0000000000000004,7.6274447618980625e-06,0.8525180140314753,1.5367196430341599,1.622671505371567,0.6941791137984944,1.2640727919098276,0.6195989793848153,1.2577642472598205,2.107342425544701e-08,0.007376144845955709,1.3523828315693738,-0.3415394772170717,1.138530839618462,3.643223007239132,6.442645408320013,1.1898542638781369,-0.3117452241207638,-1.5710884898739992,-2.21735883967104,-0.029111652501670717,-0.7737399405452379,-2.116096481605193,-5.05650334107383,78.0
20,# 4262,0.0983441995169717,1.0906715228259591,0.00043364976529904905,0.8883924098864259,1.8418816335324344,2.0172913805585977,0.7039525848644977,1.167424538965666,0.7011557796622936,1.5084405096386506,0.29460750589770746,0.0041150981041963176,1.1888559205932008,-0.6324746190358945,1.1325217605468685,1.5483949103722343,1.9724094733060795,1.1342263036360931,-0.5461519928308611,-1.2033247359433823,-1.1552402070165235,-0.6924140393178889,-0.7579882215447502,9.007088681266405,-1.3253578535508588,74.9
21,# 3258,0.2899281108723041,1.7506725002961017,0.15082728833124734,0.0375941492140381,2.600842470791372,2.6571571188768397,0.00020160654822490545,1.274100450192173,5.313256503965058e-05,2.3163669767810915,0.7483314773547884,0.004473944642118953,1.1489247763511834,2.7066526664526025,-0.544544409668506,1.0235475476616047,1.0473063412802612,-0.4384221133121389,3.1191536621005143,-1.245079451593595,-2.393348466927504,2.3799238869449573,-4.199523030102841,1.2111719280744515,-1.0261355432095074,45.35
22,# 3746,0.007054183578383438,1.0000000000000004,6.769563302507795e-05,0.9897015280749744,2.0075818506842684,2.2138497618539152,0.976191925632556,1.0164981906291366,0.9694216675561632,1.5684598677901211,2.107342425544701e-08,8.69881334429935e-05,1.049672281331088,-0.4545117872785616,1.0080970580121558,1.2982782670926862,1.5651141248465632,1.01046015019792,-0.4032272114788878,-0.4724603755908907,-0.3212647543771536,-0.029111652501670717,-0.2528998493924485,4.957820580643181,-0.4934262931786234,21.0
23,# 4994,0.3883208918034128,1.3607009889371504,0.005786252885152907,0.07977603647243196,1.5805740443948706,1.5712772994848,0.0012461308536874482,1.6190632687894797,0.0005077119273555623,1.5946697582283158,0.5549774770204645,0.050858967590603404,1.6070166809334905,-1.3938769245734932,-0.81351258612296,4.861898386115475,4.57349558336491,-0.6542224337603629,-1.0747728044841969,140.83725652399133,3.7054477379643807,-5.628871734718553,18.492232302794744,4.204154623783741,3.9331013218443074,69.0
24,# 4767,0.3016361528602248,1.4497306056785468,0.008484431500058924,0.4812089507738075,1.5610840527090943,1.8072265965779621,0.11801472324431048,1.6224791633956752,0.11142973319105404,1.5324290413857051,0.60940770423775,0.05748536738023465,1.5535631203129605,-1.6953727336895794,3.476027704304572,2.103481559070942,5.230846091879372,3.723752582228129,-1.2161322627903597,20.865913705455448,3.6464766505373136,105.65843560959786,-5.036926214658407,6.725539570233368,5.547200271709031,73.4
25,# 4532,0.13777383276703425,1.1759052047811909,0.0015558546925799432,0.788075540915907,1.8684749065380952,2.065918719321717,0.5295011079095139,1.2150825498775122,0.4894446055258925,1.6175848322923767,0.4025397347444869,0.0056298023591781045,1.2220776717394604,-0.8656184381969324,1.2689389248600398,1.4723004267354456,1.8861077041911989,1.312613862842237,-0.7109561653282266,-1.37634822677885,-1.5730190686791112,-1.219626818821638,-1.0181828816976193,3.7316890500232938,-1.6483164525411245,45.6
26,# 2704,0.3614810711377313,1.541786830745424,0.013202406903481042,0.4956149822975494,1.5846057657393675,1.7017782116568818,0.14669158398611568,1.6713642848840038,0.12173999497675048,1.6142894972649569,0.6579833003398219,0.07144512199851956,1.6196304632903693,-2.260131959961817,2.776294425139842,2.7153643921668467,4.460291079286741,3.3552081616257285,-1.457966232043719,8.306237658744022,2.996094892490572,6.140675059713184,-56.99434371734438,3.79181536910313,3.695497394169677,73.0
27,# 4531,0.13544329568057736,1.1797418340296288,0.0016681262444145234,0.7834847707404053,1.8870852740401536,2.090555952161747,0.5252898891152447,1.2072039696497014,0.4809408619605892,1.6392827247452175,0.4065656525335749,0.0049636848155150655,1.2132535380793563,-0.8833781035936459,1.273239268725053,1.437988323410652,1.8317621545503904,1.3227577175628509,-0.7224199534374295,-1.3011758378968301,-1.4932458000847653,-1.249969200173185,-1.0007984286671572,3.3863413866428167,-1.5540431140491586,44.5
28,# 4498,0.18396160874160425,1.0000000000000002,1.2816811942229975e-09,0.7314326396730806,1.213773238368271,1.2335174778963884,0.4956214780648788,1.5322470803891994,0.3913118588653725,1.0350841819432668,1.4901161193847653e-08,0.03508395316722698,1.6913440394138337,-0.1716729042732555,1.3054505303116022,-1.7816806386432995,-1.5594060863103278,1.4550748858524316,-0.1638039346575014,-8.571148716825121,6.738148330599273,-0.028535837542285218,-1.442942743993466,-0.4224229128159746,2.8039508337573595,78.0
29,# 839,0.4406558679185788,1.801559146131792,0.053531307716537926,0.4955448517482268,1.5524863212239741,1.6924603723420175,0.19486308527116392,1.8092323045447996,0.12168832290276425,1.6159215891437708,0.7672369140425292,0.12765769867638704,1.8119973646241023,41.37280783729331,2.1985400275767906,2.7941204746967148,5.596094877755897,3.356801979653941,-10.989581065701922,3.1860758334529935,2.095228641052404,2.1272942346832693,5.5398916049482425,3.7617488822598766,2.0839964390591517,73.6
30,# 4604,0.3544916321748491,1.2454690365098946,0.0010303939960212682,0.7237854395212991,1.2282325052072949,1.273069659443792,0.32238997565209204,1.834708135149636,0.3791661216202962,1.058561138092988,0.4685212856658178,0.18112416018506736,1.8458390186661675,-0.7736317361271262,1.6059900101683096,-2.3743302585074533,-1.7183938665575758,1.4776729922828318,-0.6675371443805364,2.323010803836624,1.9976638492506027,-1.9366802794447733,-26.97559996104605,-0.5358269415154114,1.9588567046161152,55.6
31,# 1746,0.0867696769607594,1.4292400324179777,0.039240671623711317,0.7931299567839671,1.8540020952739968,2.1963183699142026,0.33655414488553914,1.2829975417455708,0.4989224667614913,1.3956124250860895,0.5976143046671968,0.01865255822168489,1.2714130392784109,-12.602842945756136,1.5698556213014505,1.3154492690722988,1.931712669828887,1.3016904378115564,-7.1667866361598245,-3.0556993730104907,-2.5673754787645864,-33.761636627884684,-0.6922819948487312,-10.140723975747152,-2.344229636433328,83.6
32,# 3780,0.016215460952907414,1.0000000000000009,5.7966254526138136e-05,0.9763268892113052,1.9559431752536471,2.1478029112329997,0.9458404682094536,1.038331366136473,0.9306486493629724,1.5350630092552109,2.9802322387695306e-08,0.0002050335296845597,1.0759264930527996,-0.4440727696640137,1.0189114594109328,1.3672496040887796,1.6643813202858784,1.024545887149006,-0.3949897017281634,-0.5462155694568878,-0.4385285585064342,-0.02971118438520884,-0.3203290304928101,6.548696714634577,-0.6192702727307023,21.8
33,# 3750,0.03448830927212685,1.0000000000000004,4.1435369826661305e-05,0.9496501783893196,1.8568789000408572,2.021893882291992,0.8871941470058288,1.0832897270725963,0.8564282067154775,1.4705592018814702,2.107342425544701e-08,0.0006862280245376371,1.1302698288721649,-0.4230490849251668,1.0415550756568224,1.5406604705479874,1.9223978301301208,1.0544759077878192,-0.3782691490875936,-0.7002309801215324,-0.6554377258348749,-0.029111652501670717,-0.42245163592623547,21.206158628662827,-0.9090906565390902,35.0
34,# 254,0.2236506336392668,1.3679485777342546,0.006050889615190276,0.4528597637998119,1.5967130076744611,1.827681017272045,0.12348382093661947,1.4946616878913586,0.0928733705323836,1.6001933206360195,0.5597430027417185,0.020926391600464028,1.4895346701551309,-1.4234537909559104,3.302674008899994,2.0233025798980453,4.156274689607975,4.811689100515413,-1.0678904580554416,-3.4612289719660327,11.306111689776607,-6.228393371254832,-2.0093631664497105,4.077602280109812,12.521709928993713,85.2
35,# 962,0.32215810496885994,1.6080141974857831,0.01709891008462702,0.5127706938310299,1.5793984583914882,1.5423623598768972,0.10205528902379264,1.704364281095708,0.13482473908504786,1.6579063237272198,0.6892024376045113,0.10789058314983242,1.7520871455187847,-2.8070423502451955,4.179673364930655,6.108354015562807,4.607774673653341,3.0113817370236653,-1.7855518056378974,3.879164965058928,2.694497931389653,3.912982698627842,-7.535065668175036,3.1456170066551716,2.3717879962326243,84.7
36,# 3748,0.020206140432704103,1.0000000000000004,5.4037576988353415e-05,0.9705008570237672,1.9338665556657677,2.1196523070266835,0.932818457446544,1.0479880041199825,0.9140874992427078,1.5207384851185026,2.107342425544701e-08,0.00027911284171304755,1.0875672722380063,-0.4395069334872392,1.0237316965319387,1.4005877629175705,1.7130352924890355,1.030867251194679,-0.3913732938143537,-0.5787154915347009,-0.4853587120346291,-0.029111652501670717,-0.34461740061390445,7.657937647445139,-0.6767670940718733,26.0
37,# 3557,0.3278324636574586,1.491325843040455,0.011274299927877231,0.4872281685496747,1.6470467963627249,1.8202091521541084,0.14868213243381126,1.5940648012057783,0.11566372259310805,1.6607119181908727,0.6321910722554256,0.052535736444288064,1.543425395560904,-2.019889874207973,2.7420914662241005,2.051596828344402,3.280640997104189,3.5590069639333777,-1.3541620249120978,55.82605011044101,4.2185807936502435,12.066685623800602,-8.676595155070142,3.1129222808981494,6.0496433817017445,68.3
38,# 965,0.32398536150289925,1.5814360605671445,0.01566293032037625,0.507744653401086,1.5926743671610997,1.5943759553917582,0.11172951774965983,1.6820729748925545,0.1308989240569181,1.6579063237272198,0.6770032003863299,0.09531680911489478,1.7100592701795518,-2.5941268450372856,3.7113754771573237,4.211146330795716,4.2521828125451275,3.103437014710788,-1.6771749485949468,4.619286866814116,2.889126717847064,4.5487328906400535,-7.870486748377639,3.1456170066551716,2.649964615793675,81.8
39,# 2240,0.30013303132351904,1.2464992101856522,0.001513476786184796,0.7191356214621761,1.3938162851553797,1.4755302154948622,0.34735144701989185,1.6411053736323993,0.37190533169671,1.2186456449913774,0.4694028018191251,0.0949086456473024,1.6461464640420291,-0.8587755692401382,1.5443365081319835,17.899085346229338,-9.757694086613816,1.4918811394121332,-0.7208941547199319,4.650012722188633,3.3607827983931298,-1.950884328221052,-4.913293515693606,-1.610820433084993,3.2924836642237856,123.0
40,# 1188,0.16160322502563815,1.770794952435155,0.2746549467491923,0.7814181235964964,2.0523570381594367,2.292002735303312,0.4375218626434202,1.4566651656300889,0.4771450679546893,1.3956124250860895,0.7559289460184544,0.03210636833576567,1.3085823565452013,1.7566868222074241,1.380343922669942,1.230044667128669,1.4923354009604397,1.327395279892129,1.6926745079013703,-6.8383724547627285,44.98041744764188,2.270744437707866,-1.2156411544949677,-10.140723975747152,-3.192331416443392,60.7
41,# 2542,0.2943482526962745,1.5775647379971176,0.041050773586189214,0.7699933513795886,1.7525537992983962,1.9100815264939173,0.6019217782403006,1.4446286087263085,0.4565211742009855,1.6167082811422877,0.6751906048969998,0.0401263430831967,1.5076109870206151,-15.54842414977491,1.2036725390508776,1.7704864226727806,2.369120356610064,1.3538640475431984,-8.171287936478972,-13.90677289493494,-13539.002373836856,4.662450272504223,-4.484472252445281,3.747458967622353,9.11704655842008,89.0
42,# 4495,0.13366389308845145,1.0000000000000004,1.8904732821541744e-06,0.804862769012813,1.4004605624535644,1.4566745338594869,0.6107011454759358,1.3635067010795503,0.5213933831461104,1.164914827703748,2.107342425544701e-08,0.015048998439018604,1.4768206287162475,-0.2947336013807917,1.1967198211647785,44.94585177111804,-11.329831596719597,1.277275400920616,-0.2722775559196524,-2.507430689557293,-5.848296089982159,-0.029111652501670717,-0.9877256415875322,-1.1368534845431382,17.207749215981032,84.5
43,# 4922,0.3672434017621151,1.5125441543391778,0.011408100449289705,0.4806534152783987,1.5526298709709112,1.6663390820392214,0.13494432863861638,1.6962593783524622,0.11104425572960333,1.5692137733845701,0.643267520902677,0.08149195028228891,1.6400039961801105,-2.036063281973176,3.0087040787561548,3.0498207254355503,5.589520474672715,3.739839122925809,-1.3635466145803192,6.0882928262915605,2.7613136168401624,8.50261907609812,-577.8908104720757,4.931729376304291,3.3761705454597264,68.6
44,# 972,0.4369110931083038,1.6487212707001278,0.015662930320376228,0.4582727833974449,1.3009912426133912,1.2640391039880334,0.06735283769332298,2.0719217666150995,0.09624367467045726,1.364940872857896,0.7071067811865474,0.2738931936431988,2.1020340887445497,-2.5941268450372825,9.927537036892735,-2.2167997895848846,-2.9840013254766644,4.551468177496084,-1.7022687741086753,1.7595483901720232,1.463699850647325,3.2588913532709336,5.814817355546162,-5.966403415472616,1.4228524629728498,74.55
45,# 4996,0.4637929756680986,1.4918246976412706,0.010721810467546215,0.07072982856057368,1.5704633196005455,1.5712772994848,0.0002030700547271982,1.7623213572600565,0.0003538407250262613,1.5946697582283158,0.6324555320336761,0.1084152932670681,1.6850636304944806,-1.9537924812723657,-0.5452602799954381,4.861898386115475,4.889171327013359,-0.606469369431605,-1.383167897944128,3.8549813488088063,2.3150581360563742,11.946108506129056,4.3162424417213145,4.204154623783741,2.8609399965750497,51.0
46,# 4602,0.3167998052556732,1.2167364686865842,0.0008510369561360426,0.7531543454733141,1.2968698883455183,1.3535643018873849,0.3718633415073581,1.7200570513929352,0.42722037663619616,1.1056998345135445,0.4429133648963728,0.13198631051723247,1.7348046034716167,-0.7372719212036498,1.4919649138506532,-5.131454734344676,-2.879751447059512,1.3956443855863592,-0.6388950856285098,3.0771031899560017,2.5761906796741183,-1.5904264337806615,-6.689623950215676,-0.7705277367848019,2.4765436521291955,55.0
47,# 2243,0.38796526440645895,1.3956124113899329,0.00475046727251003,0.5708199255914596,1.3323972785210152,1.4143787736548477,0.1876364135570153,1.8485061318476588,0.1859933316205517,1.257038009339683,0.5773502606906906,0.15802938486684107,1.8229921988123567,-1.2768607380480694,2.261163066631836,-16.856839765303572,-4.026680755225427,2.2762528044866146,-0.988858061629433,2.5973447656154516,1.9498696454399276,-10.140720948185912,18.810947974180873,-2.104864910949652,2.040929821367756,66.0
48,# 4993,0.3505848498710698,1.2995265424293825,0.004022606397234139,0.0842991404283611,1.5856537906780732,1.5712772994848,0.0023013628869650088,1.5518622832467606,0.0005990587815750898,1.5946697582283158,0.5118593556827894,0.031956494452198114,1.569359441889402,-1.1924516717260287,-0.97584657042056,4.861898386115475,4.431920015285899,-0.678709870804748,-0.9497572481218544,-6.766207356675139,5.624879141999588,-2.946282419433375,-20.767345338573204,4.204154623783741,4.926724315628354,76.0
49,# 3752,0.0482060818400603,1.0000000000000009,3.1338563174913825e-05,0.9296234674177406,1.785820749816101,1.9322461282644483,0.8447970979427006,1.118315507171125,0.8033804064126595,1.4239224589271615,2.9802322387695306e-08,0.0013365715020975711,1.1728626839671796,-0.407019116933552,1.059568518732428,1.7167756421459948,2.1974996039586547,1.0787203145737865,-0.3654015249857835,-0.8292681859813713,-0.8397481902406606,-0.02971118438520884,-0.4920605812083163,-24.930654903914558,-1.1961142004321133,44.0
50,# 1749,0.08231572114491577,1.3713415217558065,0.03852000101630905,0.8446928512333689,1.951376227651604,2.23778330665988,0.4954962109100868,1.2396155241021578,0.6026934284295671,1.4454505216092233,0.5619514869490168,0.010222442351499262,1.2113871476594276,-11.69236609970012,1.3055941418521828,1.2760143100404997,1.6741072507649064,1.2030541319785244,-8.887102237979615,-1.894932624411264,-1.8585909568948624,-6.5496673417642155,-0.667916486635134,679.7311497217362,-1.534969253400714,87.8
51,# 292,0.3235091224014571,1.4973946651627568,0.010323286387517512,0.5440965176744457,1.542604053615217,1.7205842137392189,0.16457271936339632,1.6494512074048364,0.16107488836757292,1.5224027678363348,0.6353949229215907,0.06496501681590165,1.6014846039465047,-1.9067556796621443,2.5092061591692203,2.5724474091054113,6.094893775058032,2.555117889515461,-1.3151040948637829,11.274226486375413,3.249520721567686,10.754665074782203,-7.7804078622580946,7.508109205281576,4.049296624124265,77.4
52,# 645,0.3176387633020609,1.61083885329905,0.018634728326969302,0.4315994614424838,1.71499142148168,1.9270604888323213,0.08267638794899239,1.5606656399529868,0.08039752553121976,1.7786791438724363,0.6904745253829488,0.03459365661693282,1.4955313013848932,-3.052725686528847,5.915074113337798,1.7289100936037387,2.6128959946988823,6.260066712149941,-1.7725527975867663,-8.239835270268598,5.247371421402317,3.857316320638071,-6.8101099948881085,2.231502999558676,11.12422202511105,86.2
53,# 4478,0.2615641464350905,1.6081708142265652,0.024106483957166653,0.4969415236059824,1.7144243256078178,1.8843642004445156,0.12092756801262527,1.5439901036885828,0.12272014551142793,1.7454410806223348,0.689273090195639,0.03365981120618145,1.4749546727573777,-4.13636531577178,3.38052365599016,1.83942713446553,2.6170899408173107,3.3253847608942007,-2.3461100361610425,-7.6638003381454824,6.018964917176058,3.909846116831437,-2.9319002511849646,2.4106664136780296,18.22642249787588,107.0
54,# 5000,0.19224806453688864,1.1076855265894687,0.00025721421283351944,0.8317642697094899,1.4943237365274076,1.583834769086829,0.5571191584396522,1.412819746561907,0.5754409721926962,1.2362977302671287,0.31980107453341666,0.034197099749313016,1.4540407712464067,-0.5697355012150132,1.2422237481548957,4.481434353436684,11.378515866538164,1.2257999629132958,-0.5051886963330583,-7.986913364474658,-15.997611460223244,-0.7811815018912965,-1.54090627379914,-1.81620904395612,57.3843798730093,74.0
55,# 4365,0.3687837757438669,1.5426968365561096,0.013035854817420943,0.4911284158425131,1.5645575851569906,1.6779530042684137,0.14165188914658855,1.6930254361215817,0.1184636711520003,1.5931045080988706,0.6584315282886283,0.07830681809223643,1.6397920866046989,-2.2387196706493877,2.8691186021077826,2.929129206525518,5.0980975214978965,3.460802127834725,-1.4505330809460977,6.624280153855156,2.7891779025006422,6.089744160969764,407.2955238699055,4.241720849049199,3.3791509944066833,74.0
