,Index,AtomicWeight Inversed Log,AtomicNumber Inversed Log,Bond dissociation energy Inversed Log,AtomicPeriod Inversed Log,Electronegativity Inversed Log,MolarVolume Inversed Log,AtomicGroup Inversed Log,Assumed CN Inversed Log,EmpiricalRadius Inversed Log,CalculaterRadius Inversed Log,Oxidation_States Inversed Log,Poisson's ratio v
10,# 872,-1.0276685366159108,-1.3729399269792806,1.7908380760728957,-5.000880581847683,2.704778737748483,-2.9488258747548746,1.8584173833412416,-6.35303153936145,57.468062145464046,-46.30421699548368,3.821598654241241,0.23
11,# 835,-1.1176106924791256,-1.53878088273761,2.692080860469935,-10.140723975747152,3.2501969612999733,-3.3558363094884447,2.7941204746967148,-30.402730334153908,9.6540866375658,15.303308184684354,3.7617488822598766,0.22399999999999998
12,# 3704,-0.5279785839791191,-0.5999998073597702,1.1636340651185555,-0.7352962210592181,2.9606673126124767,-1.0379729624486544,2.1526646900869557,-2.5180911006321884,-2.4105471162554477,-3.063566054376285,-5.890900510492151,0.281
13,# 2239,-0.6723140418993067,-0.7895781770328606,1.458612887389895,-1.5975273543888486,-13.421023197654947,-3.750265387636307,12.762235098323838,5.695969042134397,4.064531218352316,3.846320839396817,-1.5287295891250594,0.27
14,# 2242,-0.8366381929208994,-1.031416022310915,1.793535809369181,-3.3413192631250905,-5.971016946945438,-13.106609678896005,243.5455766429073,3.3618791056560684,2.48043005167651,2.5354893542382624,-1.81620904395612,0.25267475
15,# 3757,-0.3287724321232869,-0.3620841215675418,1.1130392043220811,-0.029111652501670717,3.9201998177179562,-0.6834023554583882,2.650014982990473,-1.2882790012372198,-1.6081567857898622,-2.852318183918721,-3.1058090177818203,0.273
16,# 845,-2.0585483050306808,-4.019189720765061,2.7367875059365088,2.531353781588032,5.83957775338565,2.9006224433397834,2.7941204746967148,2.2193139842312952,1.894161615371775,1.9702983554808369,3.7617488822598766,0.235
17,# 3758,-0.3204618438093757,-0.35202988585992506,1.1254627759593892,-0.029111652501670717,4.834549652256626,-0.7272921927506909,3.0515644913535316,-1.4193448836104507,-1.8743219060671592,-3.6772319893247203,-2.5395577075174085,0.27
18,# 4924,-1.2629135234532327,-1.8272395775709065,2.7738007907433344,20.568535585451862,5.4564153377879965,-15.30620887320363,3.0498207254355503,11.38093349792509,3.1965148612602667,3.7449329798098048,4.931729376304291,0.23600000000000002
19,# 3759,-0.3117452241207638,-0.3415394772170717,1.138530839618462,-0.029111652501670717,6.442645408320013,-0.7737399405452379,3.643223007239132,-1.5710884898739992,-2.21735883967104,-5.05650334107383,-2.116096481605193,0.268
20,# 4262,-0.5461519928308611,-0.6324746190358945,1.1325217605468685,-0.6924140393178889,1.9724094733060795,-0.7579882215447502,1.5483949103722343,-1.2033247359433823,-1.1552402070165235,-1.3253578535508588,9.007088681266405,0.179
21,# 3258,3.1191536621005143,2.7066526664526025,-0.544544409668506,2.3799238869449573,1.0473063412802612,-4.199523030102841,1.0235475476616047,-1.245079451593595,-2.393348466927504,-1.0261355432095074,1.2111719280744515,0.1775
22,# 3746,-0.4032272114788878,-0.4545117872785616,1.0080970580121558,-0.029111652501670717,1.5651141248465632,-0.2528998493924485,1.2982782670926862,-0.4724603755908907,-0.3212647543771536,-0.4934262931786234,4.957820580643181,0.28
23,# 4994,-1.0747728044841969,-1.3938769245734932,-0.81351258612296,-5.628871734718553,4.57349558336491,18.492232302794744,4.861898386115475,140.83725652399133,3.7054477379643807,3.9331013218443074,4.204154623783741,0.25
24,# 4767,-1.2161322627903597,-1.6953727336895794,3.476027704304572,105.65843560959786,5.230846091879372,-5.036926214658407,2.103481559070942,20.865913705455448,3.6464766505373136,5.547200271709031,6.725539570233368,0.23
25,# 4532,-0.7109561653282266,-0.8656184381969324,1.2689389248600398,-1.219626818821638,1.8861077041911989,-1.0181828816976193,1.4723004267354456,-1.37634822677885,-1.5730190686791112,-1.6483164525411245,3.7316890500232938,0.257
26,# 2704,-1.457966232043719,-2.260131959961817,2.776294425139842,6.140675059713184,4.460291079286741,-56.99434371734438,2.7153643921668467,8.306237658744022,2.996094892490572,3.695497394169677,3.79181536910313,0.23
27,# 4531,-0.7224199534374295,-0.8833781035936459,1.273239268725053,-1.249969200173185,1.8317621545503904,-1.0007984286671572,1.437988323410652,-1.3011758378968301,-1.4932458000847653,-1.5540431140491586,3.3863413866428167,0.257
28,# 4498,-0.1638039346575014,-0.1716729042732555,1.3054505303116022,-0.028535837542285218,-1.5594060863103278,-1.442942743993466,-1.7816806386432995,-8.571148716825121,6.738148330599273,2.8039508337573595,-0.4224229128159746,0.272
29,# 839,-10.989581065701922,41.37280783729331,2.1985400275767906,2.1272942346832693,5.596094877755897,5.5398916049482425,2.7941204746967148,3.1860758334529935,2.095228641052404,2.0839964390591517,3.7617488822598766,0.252
30,# 4604,-0.6675371443805364,-0.7736317361271262,1.6059900101683096,-1.9366802794447733,-1.7183938665575758,-26.97559996104605,-2.3743302585074533,2.323010803836624,1.9976638492506027,1.9588567046161152,-0.5358269415154114,0.28669315
31,# 1746,-7.1667866361598245,-12.602842945756136,1.5698556213014505,-33.761636627884684,1.931712669828887,-0.6922819948487312,1.3154492690722988,-3.0556993730104907,-2.5673754787645864,-2.344229636433328,-10.140723975747152,0.266
32,# 3780,-0.3949897017281634,-0.4440727696640137,1.0189114594109328,-0.02971118438520884,1.6643813202858784,-0.3203290304928101,1.3672496040887796,-0.5462155694568878,-0.4385285585064342,-0.6192702727307023,6.548696714634577,0.26
33,# 3750,-0.3782691490875936,-0.4230490849251668,1.0415550756568224,-0.029111652501670717,1.9223978301301208,-0.42245163592623547,1.5406604705479874,-0.7002309801215324,-0.6554377258348749,-0.9090906565390902,21.206158628662827,0.27399999999999997
34,# 254,-1.0678904580554416,-1.4234537909559104,3.302674008899994,-6.228393371254832,4.156274689607975,-2.0093631664497105,2.0233025798980453,-3.4612289719660327,11.306111689776607,12.521709928993713,4.077602280109812,0.23
35,# 962,-1.7855518056378974,-2.8070423502451955,4.179673364930655,3.912982698627842,4.607774673653341,-7.535065668175036,6.108354015562807,3.879164965058928,2.694497931389653,2.3717879962326243,3.1456170066551716,0.228
36,# 3748,-0.3913732938143537,-0.4395069334872392,1.0237316965319387,-0.029111652501670717,1.7130352924890355,-0.34461740061390445,1.4005877629175705,-0.5787154915347009,-0.4853587120346291,-0.6767670940718733,7.657937647445139,0.27699999999999997
37,# 3557,-1.3541620249120978,-2.019889874207973,2.7420914662241005,12.066685623800602,3.280640997104189,-8.676595155070142,2.051596828344402,55.82605011044101,4.2185807936502435,6.0496433817017445,3.1129222808981494,0.187
38,# 965,-1.6771749485949468,-2.5941268450372856,3.7113754771573237,4.5487328906400535,4.2521828125451275,-7.870486748377639,4.211146330795716,4.619286866814116,2.889126717847064,2.649964615793675,3.1456170066551716,0.233
39,# 2240,-0.7208941547199319,-0.8587755692401382,1.5443365081319835,-1.950884328221052,-9.757694086613816,-4.913293515693606,17.899085346229338,4.650012722188633,3.3607827983931298,3.2924836642237856,-1.610820433084993,0.25
40,# 1188,1.6926745079013703,1.7566868222074241,1.380343922669942,2.270744437707866,1.4923354009604397,-1.2156411544949677,1.230044667128669,-6.8383724547627285,44.98041744764188,-3.192331416443392,-10.140723975747152,0.26727115
41,# 2542,-8.171287936478972,-15.54842414977491,1.2036725390508776,4.662450272504223,2.369120356610064,-4.484472252445281,1.7704864226727806,-13.90677289493494,-13539.002373836856,9.11704655842008,3.747458967622353,0.271
42,# 4495,-0.2722775559196524,-0.2947336013807917,1.1967198211647785,-0.029111652501670717,-11.329831596719597,-0.9877256415875322,44.94585177111804,-2.507430689557293,-5.848296089982159,17.207749215981032,-1.1368534845431382,0.2602879
43,# 4922,-1.3635466145803192,-2.036063281973176,3.0087040787561548,8.50261907609812,5.589520474672715,-577.8908104720757,3.0498207254355503,6.0882928262915605,2.7613136168401624,3.3761705454597264,4.931729376304291,0.223
44,# 972,-1.7022687741086753,-2.5941268450372825,9.927537036892735,3.2588913532709336,-2.9840013254766644,5.814817355546162,-2.2167997895848846,1.7595483901720232,1.463699850647325,1.4228524629728498,-5.966403415472616,0.257
45,# 4996,-1.383167897944128,-1.9537924812723657,-0.5452602799954381,11.946108506129056,4.889171327013359,4.3162424417213145,4.861898386115475,3.8549813488088063,2.3150581360563742,2.8609399965750497,4.204154623783741,0.32
46,# 4602,-0.6388950856285098,-0.7372719212036498,1.4919649138506532,-1.5904264337806615,-2.879751447059512,-6.689623950215676,-5.131454734344676,3.0771031899560017,2.5761906796741183,2.4765436521291955,-0.7705277367848019,0.29
47,# 2243,-0.988858061629433,-1.2768607380480694,2.261163066631836,-10.140720948185912,-4.026680755225427,18.810947974180873,-16.856839765303572,2.5973447656154516,1.9498696454399276,2.040929821367756,-2.104864910949652,0.3
48,# 4993,-0.9497572481218544,-1.1924516717260287,-0.97584657042056,-2.946282419433375,4.431920015285899,-20.767345338573204,4.861898386115475,-6.766207356675139,5.624879141999588,4.926724315628354,4.204154623783741,0.25
49,# 3752,-0.3654015249857835,-0.407019116933552,1.059568518732428,-0.02971118438520884,2.1974996039586547,-0.4920605812083163,1.7167756421459948,-0.8292681859813713,-0.8397481902406606,-1.1961142004321133,-24.930654903914558,0.276
50,# 1749,-8.887102237979615,-11.69236609970012,1.3055941418521828,-6.5496673417642155,1.6741072507649064,-0.667916486635134,1.2760143100404997,-1.894932624411264,-1.8585909568948624,-1.534969253400714,679.7311497217362,0.249
51,# 292,-1.3151040948637829,-1.9067556796621443,2.5092061591692203,10.754665074782203,6.094893775058032,-7.7804078622580946,2.5724474091054113,11.274226486375413,3.249520721567686,4.049296624124265,7.508109205281576,0.23
52,# 645,-1.7725527975867663,-3.052725686528847,5.915074113337798,3.857316320638071,2.6128959946988823,-6.8101099948881085,1.7289100936037387,-8.239835270268598,5.247371421402317,11.12422202511105,2.231502999558676,0.254
53,# 4478,-2.3461100361610425,-4.13636531577178,3.38052365599016,3.909846116831437,2.6170899408173107,-2.9319002511849646,1.83942713446553,-7.6638003381454824,6.018964917176058,18.22642249787588,2.4106664136780296,0.23
54,# 5000,-0.5051886963330583,-0.5697355012150132,1.2422237481548957,-0.7811815018912965,11.378515866538164,-1.54090627379914,4.481434353436684,-7.986913364474658,-15.997611460223244,57.3843798730093,-1.81620904395612,0.26
55,# 4365,-1.4505330809460977,-2.2387196706493877,2.8691186021077826,6.089744160969764,5.0980975214978965,407.2955238699055,2.929129206525518,6.624280153855156,2.7891779025006422,3.3791509944066833,4.241720849049199,0.22
56,# 842,5.814872848903818,4.107662331397062,3.153843206082364,2.1272942346832693,2.3013907635391115,-12.066986951914926,1.6332050125813669,7.018326572297231,2.682483495452438,4.814501600545583,3.7617488822598766,0.217
57,# 3755,-0.3443731531522569,-0.3810977892443024,1.0899416529223396,-0.029111652501670717,2.9166346451971696,-0.6018670246266472,2.1389341417658505,-1.0722945514134907,-1.2194234760228861,-1.907663464335969,-5.117625774949062,0.27699999999999997
58,# 4366,-1.0646893024700017,-1.459494191730344,1.6264440290927256,-3.752441507671528,1.5503483405579026,-1.3142918468459583,1.224423656144927,-1.162169969151558,-1.7693127633187504,-1.5308922058471823,1.7544051003142251,0.2
59,# 3749,-0.38491153251484334,-0.4313745279389659,1.0324518348660057,-0.028535837542285218,1.8091275857735427,-0.3844066832985621,1.46555016705697,-0.6377029003536466,-0.5681899952875606,-0.7857247911325614,11.098569544704882,0.276
60,# 3756,-0.33672901653867304,-0.3717584554950961,1.1012130265985984,-0.029111652501670717,3.329752382206979,-0.6417061885010216,2.359320597371066,-1.1736578174313592,-1.3948778352535651,-2.302055279177304,-3.904203801765607,0.276
61,# 2442,-0.31299596763466525,-0.33749342625096296,1.321308785143355,-0.3652741708939469,-3.3209775046363346,-1.2154074833424338,-6.819642864196347,-4.140035786341712,44.98041744764188,4.7486723281021215,-0.8352651782549975,0.28
62,# 994,-1.1316139578986963,-1.5461062752081605,2.3890772342596853,-42.755383644401995,15.35362688739336,-36.25779891467838,4.002708067036673,4.509768477064336,2.6186840459152125,2.913417950567092,-111.10950646240721,0.23399999999999999
63,# 1677,-1.3831696622913496,-1.9537924812723657,-0.4585363681425556,11.946108506129056,5.010619725860333,3.509248318986959,7.54064779734237,3.3618791056560666,2.202573731283235,2.599785626801012,4.2041546237837215,0.2974
64,# 1753,-2.30214503937375,-2.5273625693947643,1.185859316669617,-1.9366802794447893,1.61500597542604,-0.5373856087283362,1.2683333845135143,-1.2094967565439083,-1.1090040259116345,-1.0526875688458002,12.557143993225875,0.271
65,# 3754,-0.3513765340387269,-0.38969316612787264,1.0797125274131376,-0.029111652501670717,2.6245244625551507,-0.5654470510144272,1.973715483740728,-0.9860392590130436,-1.0786610674902484,-1.6232280695111507,-7.050749666138191,0.27699999999999997
66,# 171,-2.4666037024263847,-4.416119368106831,3.655133791089975,3.7688043659455626,3.5365368682660114,19.58201176051173,2.1322715135658106,6.352269541655749,2.7217099920868515,3.2285131095589485,3.3414801282939965,0.228
67,# 2443,-0.2930618687459682,-0.31313346361760225,1.3721619487621908,-0.3678582721759771,-1.9400147597858015,-1.4005561697709417,-2.78745725811135,-6.952129036511647,7.65143768597181,3.1772119432344947,-0.5921298228108992,0.27
68,# 4528,-0.6875392210430781,-0.8366826090862686,1.1989809053981535,-1.0153217665578187,1.547924153193348,-0.707900804246644,1.2612945097200734,-0.7750946805276259,-0.8253383002014133,-0.8758861955696029,2.504722180878901,0.259
69,# 4923,-1.4749827961993054,-2.283115765885817,3.0652937662667967,5.49000064916157,5.908865473934539,8.506130978316202,3.0498207254355503,3.7190253772610116,2.405749020032031,2.7752315457079084,4.931729376304291,0.21
70,# 3622,-1.075434332624517,-1.3991483738333064,1.8871190008911505,-6.890264358548852,3.2035131648385824,-1.4516864354359322,1.9001985424220031,-3.927484607237444,-24.33371910304502,-13.171325289134405,7.015094145143168,0.21899999999999997
71,# 2246,-1.3464619728966631,-1.9537924812723657,5.303333935771176,5.289052434081139,-2.403425504666328,3.934596104890348,-5.341373431770671,1.8940242180377689,1.455163077938883,1.5515981768966232,-2.857741213047331,0.27353415
72,# 876,-1.344487334333386,-1.9537924812723657,4.845990883633764,5.5859852745723355,-3.0221717126617063,4.377645357400185,-9.160297271856797,2.022324852099801,1.5236086123508903,1.6324353600281083,-3.66346426898552,0.25
73,# 3753,-0.3585032436485739,-0.3984783475930792,1.0694151832461352,-0.02971118438520884,2.386385594566086,-0.5283058487350779,1.8327914824465368,-0.9039540460917966,-0.9511073455612435,-1.3870597563929414,-11.205417925435217,0.27699999999999997
74,# 4617,-0.21127198187349727,-0.2245471892469008,1.2718855366032176,-0.029111652501670717,-2.21586210980789,-1.2925635542410359,-2.78745725811135,-5.2948010243463655,14.75349120215198,3.5624351504476937,-0.5921298228108992,0.2786613
75,# 4529,-0.6863962299624423,-0.8340403607432497,1.20603231546246,-1.0302741883582236,1.5961915214970894,-0.7482203441855463,1.2930165504912217,-0.8526156107692442,-0.9123720205585579,-0.9675048853047944,2.673362941283582,0.259
76,# 3792,-5.054779315129342,-4.749485551368424,1.2384489386615776,-2.675831719160748,2.5298238162559263,-0.9752396679664409,1.8949054658634117,-2.7509003704343433,-5.4914181550057695,-4.768714402869893,-3.077629371617835,0.22
77,# 4482,26.758160082116266,6.857240286591598,2.023127748051897,1.850249430923335,2.426950367069874,-2.987722304032136,1.7160204910271573,-38.53941754432939,3.815668157999761,5.986653982353674,1.9519934779714896,0.28
78,# 1047,-1.0659314091093102,-1.3901341157722111,-138.45830421633474,-53.85151125877802,-1.7994360095178796,-18.004409217940427,-74.9057026099987,3.3473010430899306,1.7262545029837442,1.872374500289366,-1.8647799737958823,0.244
79,# 1444,-1.0883361619032943,-1.4588127760028196,3.058148363140769,-6.22896295615935,3.70700840945329,-2.008342895046116,1.8943663308559235,-3.0190540741400134,16.57371392768945,22.001089581091403,3.6808501160681266,0.21899999999999997
80,# 3623,-1.1223360878598487,-1.4690781690634434,1.9391823613118595,-9.118922196782627,3.1301066577432253,-1.4337515102526883,1.9727045488496957,-4.3362370619839545,-30.194917746584093,-20.92413107524926,5.8944297615260055,0.218
81,# 173,-1.9541729809853647,-3.255352826061405,2.823020953819217,3.967552333437971,4.515466188152421,17.727675029455852,2.7573005991623187,4.169733050346373,2.6010979706831967,2.5922445370723755,3.4504204651647346,0.221
82,# 4992,-0.8385797487539062,-1.024033270594368,-1.1695027012523525,-1.8780158423827664,4.299741901727335,-6.17149675329904,4.861898386115475,-3.019725166440149,13.099082875181413,6.714799886769919,4.204154623783741,0.28
83,# 1745,5.991418462578813,5.367408836334307,1.4992253738525845,6.548696714634635,1.7509959115102198,-0.8390588488656616,1.2851786960385223,-3.7993155539649375,-4.298110907011684,-2.5815868160320536,-10.140723975747152,0.266
84,# 2597,-1.3356463011142328,-1.9537924812723657,3.5368800630061674,7.547202147790957,-55.761232307492726,9.641576783842966,5.4971089580215295,3.0479472794705607,1.983157288126792,2.1986013153045807,67.9514166774383,0.2575
85,# 2441,-0.33503997867611146,-0.3646134621950657,1.2667614033265953,-0.3621613639360673,-10.725535193833057,-1.0300526252140505,16.809073626579593,-2.68308739472124,-7.977583039419639,14.361975775709029,-1.226557471476539,0.26
86,# 1033,-1.3481372998472931,-1.9537924812723657,5.879231734167452,5.312167475667669,-2.4613144741241224,4.1781674458224485,-6.555672160503263,1.933931843993151,1.4689897196725252,1.5779825598743384,-2.9123161337653034,0.249
87,# 992,-1.2049078472499253,-1.6871900058621738,2.6823795592714506,27.68525879384827,19.914046731258303,63.598691594003135,4.172745784955395,3.97546354041778,2.3847637144875407,2.660544689519538,61.283229123676044,0.22899999999999998
88,# 1750,-2.4401204579748224,-2.930880403320737,1.3404730583811495,-2.9850651215955395,1.7880269610895425,-0.5714678519500124,1.2976869928357655,-1.6974176271009107,-1.4390881328338665,-1.4512018968194031,679.7311497217362,0.262
89,# 2446,-0.4569538047260403,-0.5051952254787782,1.7500059164547694,-0.7399869094088564,-2.116932928644621,-1.541273206246767,-6.819642864196347,-9.258195151452572,4.8886977085489685,3.181681517051889,-0.8352651782549944,0.26
90,# 4496,-0.246346710947574,-0.26458588756787993,1.23198105625427,-0.029111652501670717,-4.000337665910192,-1.1258752251384452,-6.819642864196347,-3.4443093244983523,-21.385354075801814,5.764440028136658,-0.8352651782549975,0.2575
91,# 783,-1.4620904385588729,-2.20782392341596,2.774423081347608,18.18555554822017,1.729808411478544,-1.4474921740934157,1.2398096892670174,-1.6016816104834803,-4.637314672266587,-2.7130880748411097,1.7124537970186091,0.249
92,# 335,-1.2235047344052157,-1.7902248310119118,1.694415262383309,-6.3768344100234176,1.3342058335049096,-1.2322508676674506,1.0933180323584593,-0.8019182043421901,-1.252954643582867,-1.0633071787829973,1.3777741653027809,0.158
93,# 2447,-0.2876513776111201,-0.306539452191296,1.386067721170794,-0.36851794439884616,-1.7282085619270051,-1.4535924579150086,-2.3743302585074533,-8.31376095453874,6.382537150567822,2.9432729085832072,-0.5358269415154141,0.26
94,# 840,-2.166173915038892,-3.8895310760133333,4.181684818255274,4.432086221710419,3.1074301679614087,-4.463522928460429,1.7417413899365954,15.22012741821044,4.543513024971178,5.915177675371977,3.7617488822598624,0.222
95,# 295,-1.6961885938636485,-2.558559309941419,3.6326509597935215,10.754665074782203,3.6407779137964984,-2.641457977088912,1.7384921818849417,202.9221602533577,6.0325481822456375,10.197484491227831,7.508109205281576,0.24
96,# 4612,-0.3254933203799197,-0.35811087305881983,1.1179344153746504,-0.029111652501670717,4.234202064009104,-0.7006753993023497,2.7941204746967148,-1.3385225667533702,-1.7071911875000754,-3.139168082782882,-2.8577412114139937,0.2929074
97,# 3800,-1.0097678238373553,-1.31259769544202,1.6175329938882197,-5.7774831832150575,4.0307028233811275,-1.8624857623716475,2.141230321764411,-5.155641463335429,53.19694332948469,-57.8520947589031,35.61856901032198,0.21899999999999997
98,# 2599,-1.34641256252729,-1.9537924812723657,5.290742113735527,5.296056088460672,-2.4163209012123885,3.944452143862608,-5.399848596639164,1.896984323806295,1.4567747723941986,1.5534917533039627,-2.8741519711908947,0.25875
99,# 291,-1.1314141921167569,-1.5482536357262895,2.8379844737573814,-17.840362005783227,4.579919497578267,-4.586665102901104,2.5724474091054113,202.92216025337143,4.64329360176446,9.321123702930704,7.508109205281576,0.21
100,# 4987,-0.6503514808426838,-0.7779319288550995,2.533904271919485,-1.6408562375222042,-1.1430648051629757,-6.551239062630304,-1.4126151730177468,7.7895958566983445,2.066682432902504,1.6539147333576794,-1.1617743602873274,0.238666667
101,# 1044,-1.0682713588041737,-1.4159405567469847,5.526185885882913,-40.334979694618504,-2.406518824515677,45.19474276738271,-12.976854489537553,3.163605420221302,1.7808053332832174,1.8318552306610136,-2.599823687049514,0.223
102,# 3785,-2.2965149576999515,-2.2700139327927653,1.1909989670560424,-1.576962408427523,2.4609381003527786,-0.8492280129272359,1.8603431790091385,-2.0030047208102224,-2.990045715228982,-3.1571527492867686,-3.893530719048324,0.27
103,# 3782,-0.3630117941680345,-0.4040562338625277,1.0629654753410698,-0.029111652501670717,2.259006717131028,-0.5046668748798929,1.7549791873253882,-0.8546518355864986,-0.8771404993723291,-1.2587138140121077,-17.562472089742492,0.2775
104,# 3950,-1.6699441486017188,-2.8247039559979807,3.465419397474823,3.6156273110385273,5.910912822031587,34.72905525089925,5.33771062098242,7.2054112428080845,2.6144366559506933,3.603197392541851,4.288356467798155,0.275
105,# 2705,-1.3306662961879885,-1.9537924812723657,4.956107188556531,32.68034568321018,2.2768698615147835,-2.186414591227491,1.5088039731010046,-2.7640115639812968,-77.76369597919462,-4.179040496271243,2.3479016683716947,0.265
106,# 3949,-1.6496306721977037,-2.7514987008652882,3.758374703401936,3.8420318178846067,4.9985727069847945,-34.57510931307859,3.4970869339874064,11.36888877045965,2.880890901351518,4.291017651867688,3.8896576543863164,0.275
107,# 2440,-0.3548133747912235,-0.3891530508429536,1.2201637571223407,-0.3591709371436354,13.972209036684392,-0.8802198366226676,4.481434353436666,-1.9367741120687996,-3.4483794972956656,-11.569490139418152,-1.816209043956136,0.27
108,# 1776,-0.39197976667307016,-0.4402719014241393,1.0229202977642151,-0.029111652501670717,1.7046366628047265,-0.34067156114489183,1.3948545744234808,-0.5732462772522553,-0.4775682254719942,-0.6669778144321258,7.444948199567034,0.29660786699999997
109,# 2444,-0.28203081469462843,-0.2996937467236012,1.4005059691426525,-0.3691832300523855,-1.5461839425162691,-1.5098553021782586,-2.047395227061436,-10.30466974000914,5.487037813670913,2.7442366471221153,-0.479724958943014,0.27
110,# 3953,-1.624336840531255,-2.6851473912090125,3.968170055473709,3.9152971788014495,5.691917444608861,-112.70606704154457,4.353431210611992,8.88194116054689,2.7414396569183634,4.06665520435573,4.365142299744105,0.27699999999999997
111,# 3784,-2.259360548978357,-2.26159525096286,1.1513615024407056,-1.5192302418335255,1.9771927723982232,-0.7198432780979955,1.5657246768928152,-1.4955050859245909,-1.832333627817783,-1.8037103519455036,-10.140723975747152,0.27
112,# 858,-1.5000335901434374,-2.3758421352226646,2.372568693194084,6.309043980139773,2.8938140660644063,-9.801329071012171,1.971538087483076,-64.25867204247051,4.578366890032666,6.118889703959807,2.5855742874728844,0.201
113,# 2696,-1.360454859229104,-1.8196323450417868,2.9375548149220467,67.95141667743368,-16.163141597374484,-4.219818144355895,-7.260752280696628,7.270362000777022,2.700489255493206,1.9779079093246832,18.005562983170034,0.237
114,# 4085,-0.4095149341281634,-0.4625165080854746,1.0,-0.029111652501670717,1.4985429536032735,0.5,1.2512926651066896,-0.4148349101991443,0.5,-0.3960609365294829,4.2041546237837215,0.27503174399999997
115,# 3799,-0.9965795506332041,-1.2935293004552637,1.6055216965968493,-5.423721731509361,4.079338243741734,-1.8748398324148652,2.1168155107916617,-4.996213309985075,58.352346078844995,-40.495729552368154,56.312093313785184,0.21899999999999997
116,# 294,-4.537787217298174,-9.148773903291783,2.172063333238997,2.9635228026076095,6.940439497193147,30.023671114447364,2.5724474091054113,4.206391473237221,2.4647655709528937,2.5461265897822343,7.508109205281576,0.21
117,# 1035,-1.3533366544416514,-1.9537924812723657,8.846011103106349,5.20157570893175,-2.293342974404196,4.568949097863687,-8.43624978386183,1.9577831961472068,1.4630426097154925,1.5954614854364613,-2.661453051147493,0.258
118,# 2595,-1.326877894001201,-1.9537924812723657,2.827319321978237,11.946108506129056,4.5439618073900405,-25.77404395458024,2.4564536997269832,7.789595856698325,3.0787932612420827,3.7389284919345154,4.204154623783741,0.22800657100000002
119,# 4998,-0.37758231598520375,-0.4159024609213505,1.1791757570796542,-0.4203933617153281,10.034538324546414,-1.0072669711867814,4.481434353436697,-2.4795493894011287,-3.799680435715221,-12.32064936956898,-1.81620904395612,0.25
120,# 837,-1.5788652311051208,-2.5604959639382185,2.6076541509018494,4.432086221710419,4.982040113507844,47.1488285507205,2.7941204746967148,6.433252651825029,2.682483495452444,3.0608336625577497,3.7617488822598766,0.218
121,# 2697,-1.5218733074493926,-2.0677809236854463,2.9782776929398103,14.947202785679774,-11.746313970202127,-4.4136160296460485,-4.954912872525936,6.076957811189536,2.5490690510772445,1.8522038480882548,18.005562983169607,0.24
