,Index,MolarVolume Exponential,AbsoluteMeltingPoint Cubed,Electronegativity Exponential,AtomicPeriod Exponential,AtomicPeriod Square Root,AbsoluteMeltingPoint Square Root,AtomicNumber Inversed Log,AtomicWeight Inversed Log,AbsoluteMeltingPoint Inversed Log,Electronegativity Inversed Log,AtomicPeriod Inversed Log,Assumed CN Inversed Log,EmpiricalRadius Inversed Log,AtomicGroup Inversed Log,Oxidation_States Inversed Log,CalculaterRadius Inversed Log,MolarVolume Inversed Log,Bond dissociation energy Inversed Log,Shear modulus G (GPa)
10,# 872,1.2996262360309432,0.2230427532202482,1.7030837377068266,1.351486123602756,0.5488212999484522,0.7787499280774617,-1.3729399269792806,-1.0276685366159108,2.000522546386645,2.704778737748483,-5.000880581847683,-6.35303153936145,57.468062145464046,1.8584173833412416,3.821598654241241,-46.30421699548368,-2.9488258747548746,1.7908380760728957,32.86
11,# 835,1.3140061410003443,0.15570598437816055,1.6493983574520057,1.3956124250860895,0.5773502691896257,0.7334731449571418,-1.53878088273761,-1.1176106924791256,2.631084500971152,3.2501969612999733,-10.140723975747152,-30.402730334153908,9.6540866375658,2.7941204746967148,3.7617488822598766,15.303308184684354,-3.3558363094884447,2.692080860469935,32.56
12,# 3704,1.150708727058929,0.6992330950464051,1.6748033503374913,1.0990218869278237,0.30727933632953336,0.9421144447861924,-0.5999998073597702,-0.5279785839791191,1.135405046151338,2.9606673126124767,-0.7352962210592181,-2.5180911006321884,-2.4105471162554477,2.1526646900869557,-5.890900510492151,-3.063566054376285,-1.0379729624486544,1.1636340651185555,23.58
13,# 2239,1.3254799315181125,0.42210468900080383,1.4070074081612467,1.217404678912632,0.44353272758091694,0.8661039702633723,-0.7895781770328606,-0.6723140418993067,1.403510030992558,-13.421023197654947,-1.5975273543888486,5.695969042134397,4.064531218352316,12.762235098323838,-1.5287295891250594,3.846320839396817,-3.750265387636307,1.458612887389895,41.0
14,# 2242,1.4061496845415338,0.2750956007037901,1.3649958698325952,1.3135419572539493,0.5222329678670936,0.8064558702930349,-1.031416022310915,-0.8366381929208994,1.7550393350665308,-5.971016946945438,-3.3413192631250905,3.3618791056560684,2.48043005167651,243.5455766429073,-1.81620904395612,2.5354893542382624,-13.106609678896005,1.793535809369181,37.02
15,# 3757,1.0888872515769712,0.6714837540555559,1.6076549609072648,1.0000000000000004,2.107342425544701e-08,0.935777470336414,-0.3620841215675418,-0.3287724321232869,1.1530768993593083,3.9201998177179562,-0.029111652501670717,-1.2882790012372198,-1.6081567857898622,2.650014982990473,-3.1058090177818203,-2.852318183918721,-0.6834023554583882,1.1130392043220811,26.0
16,# 845,1.6808743131472297,0.12559342670192067,1.5474255560638563,1.7265052708955442,0.7389853116132565,0.7076651657295004,-4.019189720765061,-2.0585483050306808,3.2422105080407637,5.83957775338565,2.531353781588032,2.2193139842312952,1.894161615371775,2.7941204746967148,3.7617488822598766,1.9702983554808369,2.9006224433397834,2.7367875059365088,29.33
17,# 3758,1.097481393501131,0.6454255546408803,1.5721041494517527,1.0000000000000004,2.107342425544701e-08,0.9296247822581599,-0.35202988585992506,-0.3204618438093757,1.1708895341355752,4.834549652256626,-0.029111652501670717,-1.4193448836104507,-1.8743219060671592,3.0515644913535316,-2.5395577075174085,-3.6772319893247203,-0.7272921927506909,1.1254627759593892,28.0
18,# 4924,1.4114437148021075,0.11293487737956075,1.555620415249171,1.4713890646483607,0.6214554662658655,0.6952452239310213,-1.8272395775709065,-1.2629135234532327,3.6627529177085902,5.4564153377879965,20.568535585451862,11.38093349792509,3.1965148612602667,3.0498207254355503,4.931729376304291,3.7449329798098048,-15.30620887320363,2.7738007907433344,31.43
19,# 3759,1.1063002037352965,0.6195989793848153,1.5367196430341599,1.0000000000000004,2.107342425544701e-08,0.9233190207244056,-0.3415394772170717,-0.3117452241207638,1.1898542638781369,6.442645408320013,-0.029111652501670717,-1.5710884898739992,-2.21735883967104,3.643223007239132,-2.116096481605193,-5.05650334107383,-0.7737399405452379,1.138530839618462,30.0
20,# 4262,1.1033424897097013,0.7011557796622936,1.8418816335324344,1.0906715228259591,0.29460750589770746,0.942545707054266,-0.6324746190358945,-0.5461519928308611,1.1342263036360931,1.9724094733060795,-0.6924140393178889,-1.2033247359433823,-1.1552402070165235,1.5483949103722343,9.007088681266405,-1.3253578535508588,-0.7579882215447502,1.1325217605468685,31.2
21,# 3258,1.336331416872406,5.313256503965058e-05,2.600842470791372,1.7506725002961017,0.7483314773547884,0.1938921071473465,2.7066526664526025,3.1191536621005143,-0.4384221133121389,1.0473063412802612,2.3799238869449573,-1.245079451593595,-2.393348466927504,1.0235475476616047,1.2111719280744515,-1.0261355432095074,-4.199523030102841,-0.544544409668506,19.605
22,# 3746,1.0070791229391496,0.9694216675561632,2.0075818506842684,1.0000000000000004,2.107342425544701e-08,0.9948374380143594,-0.4545117872785616,-0.4032272114788878,1.01046015019792,1.5651141248465632,-0.029111652501670717,-0.4724603755908907,-0.3212647543771536,1.2982782670926862,4.957820580643181,-0.4934262931786234,-0.2528998493924485,1.0080970580121558,8.0
23,# 4994,1.4745028642635898,0.0005077119273555623,1.5805740443948706,1.3607009889371504,0.5549774770204645,0.28244651966776285,-1.3938769245734932,-1.0747728044841969,-0.6542224337603629,4.57349558336491,-5.628871734718553,140.83725652399133,3.7054477379643807,4.861898386115475,4.204154623783741,3.9331013218443074,18.492232302794744,-0.81351258612296,27.0
24,# 4767,1.3520691906941498,0.11142973319105404,1.5610840527090943,1.4497306056785468,0.60940770423775,0.6936922594160955,-1.6953727336895794,-1.2161322627903597,3.723752582228129,5.230846091879372,105.65843560959786,20.865913705455448,3.6464766505373136,2.103481559070942,6.725539570233368,5.547200271709031,-5.036926214658407,3.476027704304572,30.47
25,# 4532,1.1477159451786505,0.4894446055258925,1.8684749065380952,1.1759052047811909,0.4025397347444869,0.8877361888060591,-0.8656184381969324,-0.7109561653282266,1.312613862842237,1.8861077041911989,-1.219626818821638,-1.37634822677885,-1.5730190686791112,1.4723004267354456,3.7316890500232938,-1.6483164525411245,-1.0181828816976193,1.2689389248600398,18.55
26,# 2704,1.435453850218934,0.12173999497675048,1.5846057657393675,1.541786830745424,0.6579833003398219,0.703999277199593,-2.260131959961817,-1.457966232043719,3.3552081616257285,4.460291079286741,6.140675059713184,8.306237658744022,2.996094892490572,2.7153643921668467,3.79181536910313,3.695497394169677,-56.99434371734438,2.776294425139842,29.1
27,# 4531,1.1450442650377672,0.4809408619605892,1.8870852740401536,1.1797418340296288,0.4065656525335749,0.8851467509630283,-0.8833781035936459,-0.7224199534374295,1.3227577175628509,1.8317621545503904,-1.249969200173185,-1.3011758378968301,-1.4932458000847653,1.437988323410652,3.3863413866428167,-1.5540431140491586,-1.0007984286671572,1.273239268725053,18.09
28,# 4498,1.2019696770820487,0.3913118588653725,1.213773238368271,1.0000000000000002,1.4901161193847653e-08,0.8552383525503756,-0.1716729042732555,-0.1638039346575014,1.4550748858524316,-1.5594060863103278,-0.028535837542285218,-8.571148716825121,6.738148330599273,-1.7816806386432995,-0.4224229128159746,2.8039508337573595,-1.442942743993466,1.3054505303116022,30.0
29,# 839,1.5537259233943117,0.12168832290276425,1.5524863212239741,1.801559146131792,0.7672369140425292,0.7039494667575413,41.37280783729331,-10.989581065701922,3.356801979653941,5.596094877755897,2.1272942346832693,3.1860758334529935,2.095228641052404,2.7941204746967148,3.7617488822598766,2.0839964390591517,5.5398916049482425,2.1985400275767906,30.01
30,# 4604,1.4254558141822935,0.3791661216202962,1.2282325052072949,1.2454690365098946,0.4685212856658178,0.8507558048707626,-0.7736317361271262,-0.6675371443805364,1.4776729922828318,-1.7183938665575758,-1.9366802794447733,2.323010803836624,1.9976638492506027,-2.3743302585074533,-0.5358269415154114,1.9588567046161152,-26.97559996104605,1.6059900101683096,21.15
31,# 1746,1.0906454500126128,0.4989224667614913,1.8540020952739968,1.4292400324179777,0.5976143046671968,0.8905784394335892,-12.602842945756136,-7.1667866361598245,1.3016904378115564,1.931712669828887,-33.761636627884684,-3.0556993730104907,-2.5673754787645864,1.3154492690722988,-10.140723975747152,-2.344229636433328,-0.6922819948487312,1.5698556213014505,33.7
32,# 3780,1.0163476450487086,0.9306486493629724,1.9559431752536471,1.0000000000000009,2.9802322387695306e-08,0.9880925509340232,-0.4440727696640137,-0.3949897017281634,1.024545887149006,1.6643813202858784,-0.02971118438520884,-0.5462155694568878,-0.4385285585064342,1.3672496040887796,6.548696714634577,-0.6192702727307023,-0.3203290304928101,1.0189114594109328,8.49
33,# 3750,1.0350899273507146,0.8564282067154775,1.8568789000408572,1.0000000000000004,2.107342425544701e-08,0.9744999632577312,-0.4230490849251668,-0.3782691490875936,1.0544759077878192,1.9223978301301208,-0.029111652501670717,-0.7002309801215324,-0.6554377258348749,1.5406604705479874,21.206158628662827,-0.9090906565390902,-0.42245163592623547,1.0415550756568224,14.0
34,# 254,1.2506340136412917,0.0928733705323836,1.5967130076744611,1.3679485777342546,0.5597430027417185,0.6729485595495482,-1.4234537909559104,-1.0678904580554416,4.811689100515413,4.156274689607975,-6.228393371254832,-3.4612289719660327,11.306111689776607,2.0233025798980453,4.077602280109812,12.521709928993713,-2.0093631664497105,3.302674008899994,35.2
35,# 962,1.380102959844303,0.13482473908504786,1.5793984583914882,1.6080141974857831,0.6892024376045113,0.7160800889782022,-2.8070423502451955,-1.7855518056378974,3.0113817370236653,4.607774673653341,3.912982698627842,3.879164965058928,2.694497931389653,6.108354015562807,3.1456170066551716,2.3717879962326243,-7.535065668175036,4.179673364930655,35.03
36,# 3748,1.0204116664500793,0.9140874992427078,1.9338665556657677,1.0000000000000004,2.107342425544701e-08,0.9851400189941364,-0.4395069334872392,-0.3913732938143537,1.030867251194679,1.7130352924890355,-0.029111652501670717,-0.5787154915347009,-0.4853587120346291,1.4005877629175705,7.657937647445139,-0.6767670940718733,-0.34461740061390445,1.0237316965319387,10.0
37,# 3557,1.3879564196672909,0.11566372259310805,1.6470467963627249,1.491325843040455,0.6321910722554256,0.6980173124999657,-2.019889874207973,-1.3541620249120978,3.5590069639333777,3.280640997104189,12.066685623800602,55.82605011044101,4.2185807936502435,2.051596828344402,3.1129222808981494,6.0496433817017445,-8.676595155070142,2.7420914662241005,28.4
38,# 965,1.3826270673890229,0.1308989240569181,1.5926743671610997,1.5814360605671445,0.6770032003863299,0.7125620347738757,-2.5941268450372856,-1.6771749485949468,3.103437014710788,4.2521828125451275,4.5487328906400535,4.619286866814116,2.889126717847064,4.211146330795716,3.1456170066551716,2.649964615793675,-7.870486748377639,3.7113754771573237,33.69
39,# 2240,1.3500383930247188,0.37190533169671,1.3938162851553797,1.2464992101856522,0.4694028018191251,0.848018644525093,-0.8587755692401382,-0.7208941547199319,1.4918811394121332,-9.757694086613816,-1.950884328221052,4.650012722188633,3.3607827983931298,17.899085346229338,-1.610820433084993,3.2924836642237856,-4.913293515693606,1.5443365081319835,50.0
40,# 1188,1.1753937819497184,0.4771450679546893,2.0523570381594367,1.770794952435155,0.7559289460184544,0.8839785764352529,1.7566868222074241,1.6926745079013703,1.327395279892129,1.4923354009604397,2.270744437707866,-6.8383724547627285,44.98041744764188,1.230044667128669,-10.140723975747152,-3.192331416443392,-1.2156411544949677,1.380343922669942,24.35
41,# 2542,1.3422512649044231,0.4565211742009855,1.7525537992983962,1.5775647379971176,0.6751906048969998,0.8774926503279606,-15.54842414977491,-8.171287936478972,1.3538640475431984,2.369120356610064,4.662450272504223,-13.90677289493494,-13539.002373836856,1.7704864226727806,3.747458967622353,9.11704655842008,-4.484472252445281,1.2036725390508776,35.6
42,# 4495,1.1430085819914322,0.5213933831461104,1.4004605624535644,1.0000000000000004,2.107342425544701e-08,0.8971414431475191,-0.2947336013807917,-0.2722775559196524,1.277275400920616,-11.329831596719597,-0.029111652501670717,-2.507430689557293,-5.848296089982159,44.94585177111804,-1.1368534845431382,17.207749215981032,-0.9877256415875322,1.1967198211647785,33.0
43,# 4922,1.4437492874722275,0.11104425572960333,1.5526298709709112,1.5125441543391778,0.643267520902677,0.6932917245131365,-2.036063281973176,-1.3635466145803192,3.739839122925809,5.589520474672715,8.50261907609812,6.0882928262915605,2.7613136168401624,3.0498207254355503,4.931729376304291,3.3761705454597264,-577.8908104720757,3.0087040787561548,27.67
44,# 972,1.5479184503204308,0.09624367467045726,1.3009912426133912,1.6487212707001278,0.7071067811865474,0.6769584798179611,-2.5941268450372825,-1.7022687741086753,4.551468177496084,-2.9840013254766644,3.2588913532709336,1.7595483901720232,1.463699850647325,-2.2167997895848846,-5.966403415472616,1.4228524629728498,5.814817355546162,9.927537036892735,29.235
45,# 4996,1.5900937482668192,0.0003538407250262613,1.5704633196005455,1.4918246976412706,0.6324555320336761,0.26595080101510066,-1.9537924812723657,-1.383167897944128,-0.606469369431605,4.889171327013359,11.946108506129056,3.8549813488088063,2.3150581360563742,4.861898386115475,4.204154623783741,2.8609399965750497,4.3162424417213145,-0.5452602799954381,19.0
46,# 4602,1.3727277315383306,0.42722037663619616,1.2968698883455183,1.2167364686865842,0.4429133648963728,0.8678446551505137,-0.7372719212036498,-0.6388950856285098,1.3956443855863592,-2.879751447059512,-1.5904264337806615,3.0771031899560017,2.5761906796741183,-5.131454734344676,-0.7705277367848019,2.4765436521291955,-6.689623950215676,1.4919649138506532,21.0
47,# 2243,1.473978583877931,0.1859933316205517,1.3323972785210152,1.3956124113899329,0.5773502606906906,0.755526257380549,-1.2768607380480694,-0.988858061629433,2.2762528044866146,-4.026680755225427,-10.140720948185912,2.5973447656154516,1.9498696454399276,-16.856839765303572,-2.104864910949652,2.040929821367756,18.810947974180873,2.261163066631836,25.0
48,# 4993,1.4198977328089937,0.0005990587815750898,1.5856537906780732,1.2995265424293825,0.5118593556827894,0.2903431425543939,-1.1924516717260287,-0.9497572481218544,-0.678709870804748,4.431920015285899,-2.946282419433375,-6.766207356675139,5.624879141999588,4.861898386115475,4.204154623783741,4.926724315628354,-20.767345338573204,-0.97584657042056,30.0
49,# 3752,1.049386892624182,0.8033804064126595,1.785820749816101,1.0000000000000009,2.9802322387695306e-08,0.9641698332854749,-0.407019116933552,-0.3654015249857835,1.0787203145737865,2.1974996039586547,-0.02971118438520884,-0.8292681859813713,-0.8397481902406606,1.7167756421459948,-24.930654903914558,-1.1961142004321133,-0.4920605812083163,1.059568518732428,17.0
50,# 1749,1.0857985652853093,0.6026934284295671,1.951376227651604,1.3713415217558065,0.5619514869490168,0.9190717334535804,-11.69236609970012,-8.887102237979615,1.2030541319785244,1.6741072507649064,-6.5496673417642155,-1.894932624411264,-1.8585909568948624,1.2760143100404997,679.7311497217362,-1.534969253400714,-0.667916486635134,1.3055941418521828,34.7
51,# 292,1.381968763084387,0.16107488836757292,1.542604053615217,1.4973946651627568,0.6353949229215907,0.7376289837543301,-1.9067556796621443,-1.3151040948637829,2.555117889515461,6.094893775058032,10.754665074782203,11.274226486375413,3.249520721567686,2.5724474091054113,7.508109205281576,4.049296624124265,-7.7804078622580946,2.5092061591692203,31.09
52,# 645,1.3738798757469532,0.08039752553121976,1.71499142148168,1.61083885329905,0.6904745253829488,0.656962298341757,-3.052725686528847,-1.7725527975867663,6.260066712149941,2.6128959946988823,3.857316320638071,-8.239835270268598,5.247371421402317,1.7289100936037387,2.231502999558676,11.12422202511105,-6.8101099948881085,5.915074113337798,33.94
53,# 4478,1.2989602625696821,0.12272014551142793,1.7144243256078178,1.6081708142265652,0.689273090195639,0.7049407943976447,-4.13636531577178,-2.3461100361610425,3.3253847608942007,2.6170899408173107,3.909846116831437,-7.6638003381454824,6.018964917176058,1.83942713446553,2.4106664136780296,18.22642249787588,-2.9319002511849646,3.38052365599016,44.0
54,# 5000,1.2119711267343232,0.5754409721926962,1.4943237365274076,1.1076855265894687,0.31980107453341666,0.9120111127116216,-0.5697355012150132,-0.5051886963330583,1.2257999629132958,11.378515866538164,-0.7811815018912965,-7.986913364474658,-15.997611460223244,4.481434353436684,-1.81620904395612,57.3843798730093,-1.54090627379914,1.2422237481548957,29.0
55,# 4365,1.4459749150201346,0.1184636711520003,1.5645575851569906,1.5426968365561096,0.6584315282886283,0.7008055478108839,-2.2387196706493877,-1.4505330809460977,3.460802127834725,5.0980975214978965,6.089744160969764,6.624280153855156,2.7891779025006422,2.929129206525518,4.241720849049199,3.3791509944066833,407.2955238699055,2.8691186021077826,30.0
56,# 842,1.4030129580780986,0.10072520725820576,1.7648881578157154,1.801559146131792,0.7672369140425292,0.6821130550284937,4.107662331397062,5.814872848903818,4.2574882953968105,2.3013907635391115,2.1272942346832693,7.018326572297231,2.682483495452438,1.6332050125813669,3.7617488822598766,4.814501600545583,-12.066986951914926,3.153843206082364,22.17
57,# 3755,1.0723404726224548,0.7242345406137566,1.679224559780522,1.0000000000000004,2.107342425544701e-08,0.9476468840254202,-0.3810977892443024,-0.3443731531522569,1.1205067628108143,2.9166346451971696,-0.029111652501670717,-1.0722945514134907,-1.2194234760228861,2.1389341417658505,-5.117625774949062,-1.907663464335969,-0.6018670246266472,1.0899416529223396,23.0
58,# 4366,1.1875542438255249,0.24163807371077325,2.016140206951618,1.325537691222801,0.5308655025693251,0.7892129947489108,-1.459494191730344,-1.0646893024700017,1.8991118786855976,1.5503483405579026,-3.752441507671528,-1.162169969151558,-1.7693127633187504,1.224423656144927,1.7544051003142251,-1.5308922058471823,-1.3142918468459583,1.6264440290927256,26.0
59,# 3749,1.0276608291391591,0.8851953067023585,1.8953162532964387,1.0000000000000002,1.4901161193847653e-08,0.979880654884286,-0.4313745279389659,-0.38491153251484334,1.0423713432758328,1.8091275857735427,-0.028535837542285218,-0.6377029003536466,-0.5681899952875606,1.46555016705697,11.098569544704882,-0.7857247911325614,-0.3844066832985621,1.0324518348660057,12.0
60,# 3756,1.080509556139789,0.6977583202150903,1.6433643016865431,1.0000000000000004,2.107342425544701e-08,0.9417829794339234,-0.3717584554950961,-0.33672901653867304,1.1363130542002235,3.329752382206979,-0.029111652501670717,-1.1736578174313592,-1.3948778352535651,2.359320597371066,-3.904203801765607,-2.302055279177304,-0.6417061885010216,1.1012130265985984,24.0
61,# 2442,1.1753637439283977,0.4036901042642388,1.312886007406321,1.024095233552979,0.15430334996209305,0.8596889619224619,-0.33749342625096296,-0.31299596763466525,1.4334230632746705,-3.3209775046363346,-0.3652741708939469,-4.140035786341712,44.98041744764188,-6.819642864196347,-0.8352651782549975,4.7486723281021215,-1.2154074833424338,1.321308785143355,35.16
62,# 994,1.4302823407570044,0.1517397357466648,1.4808812836811998,1.4324338635650784,0.5994789404140902,0.7303256499953148,-1.5461062752081605,-1.1316139578986963,2.6920037836931607,15.35362688739336,-42.755383644401995,4.509768477064336,2.6186840459152125,4.002708067036673,-111.10950646240721,2.913417950567092,-36.25779891467838,2.3890772342596853,29.2
63,# 1677,1.6309671551654532,0.0001129436585318082,1.5669617274751382,1.4918246976412706,0.6324555320336761,0.2198586930216403,-1.9537924812723657,-1.3831696622913496,-0.4927223706360231,5.010619725860333,11.946108506129056,3.3618791056560666,2.202573731283235,7.54064779734237,4.2041546237837215,2.599785626801012,3.509248318986959,-0.4585363681425556,14.012
64,# 1753,1.0588881734703404,0.7098339589279102,1.9804212776745391,1.2454690365098957,0.4685212856658187,0.9444800642210509,-2.5273625693947643,-2.30214503937375,1.1289757715662971,1.61500597542604,-1.9366802794447893,-1.2094967565439083,-1.1090040259116345,1.2683333845135143,12.557143993225875,-1.0526875688458002,-0.5373856087283362,1.185859316669617,28.1
65,# 3754,1.064766262845044,0.7495608119628793,1.7134248055243242,1.0000000000000004,2.107342425544701e-08,0.9530912420375004,-0.38969316612787264,-0.3513765340387269,1.1063039451320043,2.6245244625551507,-0.029111652501670717,-0.9860392590130436,-1.0786610674902484,1.973715483740728,-7.050749666138191,-1.6232280695111507,-0.5654470510144272,1.0797125274131376,21.0
66,# 171,1.4727832871852415,0.0856418792630124,1.6292157551423472,1.6155358004974316,0.6925797186365382,0.6639178799301465,-4.416119368106831,-2.4666037024263847,5.530778403169053,3.5365368682660114,3.7688043659455626,6.352269541655749,2.7217099920868515,2.1322715135658106,3.3414801282939965,3.2285131095589485,19.58201176051173,3.655133791089975,33.9
67,# 2443,1.1973890589285845,0.360145495787014,1.2457118047325864,1.0245688035947398,0.1557942382124396,0.8434894686533392,-0.31313346361760225,-0.2930618687459682,1.5161064893551788,-1.9400147597858015,-0.3678582721759771,-6.952129036511647,7.65143768597181,-2.78745725811135,-0.5921298228108992,3.1772119432344947,-1.4005561697709417,1.3721619487621908,33.79
68,# 4528,1.0937144253712343,0.5484337564877851,2.017569475258639,1.1472790034933869,0.3706656915018815,0.9047335518761376,-0.8366826090862686,-0.6875392210430781,1.2503588418846454,1.547924153193348,-1.0153217665578187,-0.7750946805276259,-0.8253383002014133,1.2612945097200734,2.504722180878901,-0.8758861955696029,-0.707900804246644,1.1989809053981535,14.29
69,# 4923,1.5125137641062103,0.11026656934755608,1.5460708946900732,1.5548503613300708,0.6643638388299199,0.6924801207389858,-2.283115765885817,-1.4749827961993054,3.7728943334985203,5.908865473934539,5.49000064916157,3.7190253772610116,2.405749020032031,3.0498207254355503,4.931729376304291,2.7752315457079084,8.506130978316202,3.0652937662667967,26.99
70,# 3622,1.2028949448885098,0.32134699269622746,1.6531115236183769,1.3746261669595137,0.5640760725096884,0.8276163084479432,-1.3991483738333064,-1.075434332624517,1.6087807386155846,3.2035131648385824,-6.890264358548852,-3.927484607237444,-24.33371910304502,1.9001985424220031,7.015094145143168,-13.171325289134405,-1.4516864354359322,1.8871190008911505,41.4
71,# 2246,1.6069430503546664,0.07675268739008591,1.2746417267609154,1.5596234975894523,0.6666666666583336,0.651901927457822,-1.9537924812723657,-1.3464619728966631,6.93107770503349,-2.403425504666328,5.289052434081139,1.8940242180377689,1.455163077938883,-5.341373431770671,-2.857741213047331,1.5515981768966232,3.934596104890348,5.303333935771176,22.45
72,# 876,1.5877028708817311,0.07964748970583244,1.3024440536342738,1.5527072185113362,0.6633249580710799,0.6559368281146333,-1.9537924812723657,-1.344487334333386,6.384945282269074,-3.0221717126617063,5.5859852745723355,2.022324852099801,1.5236086123508903,-9.160297271856797,-3.66346426898552,1.6324353600281083,4.377645357400185,4.845990883633764,23.64
73,# 3753,1.0569828025795618,0.7763899514005219,1.7495580742514687,1.0000000000000009,2.9802322387695306e-08,0.9586939447212236,-0.3984783475930792,-0.3585032436485739,1.0921403780435048,2.386385594566086,-0.02971118438520884,-0.9039540460917966,-0.9511073455612435,1.8327914824465368,-11.205417925435217,-1.3870597563929414,-0.5283058487350779,1.0694151832461352,19.0
74,# 4617,1.1849627377979493,0.42566080543122425,1.2639825725992555,1.0000000000000004,2.107342425544701e-08,0.8673158379814494,-0.2245471892469008,-0.21127198187349727,1.3980229503152797,-2.21586210980789,-0.029111652501670717,-5.2948010243463655,14.75349120215198,-2.78745725811135,-0.5921298228108992,3.5624351504476937,-1.2925635542410359,1.2718855366032176,32.5
75,# 4529,1.1014912265118335,0.5439500327389393,1.9903588601745696,1.1495505730885922,0.37332433617521976,0.903496555528988,-0.8340403607432497,-0.6863962299624423,1.2546515620781715,1.5961915214970894,-1.0302741883582236,-0.8526156107692442,-0.9123720205585579,1.2930165504912217,2.673362941283582,-0.9675048853047944,-0.7482203441855463,1.20603231546246,13.64
76,# 3792,1.1410427203674351,0.5414629380962904,1.726730569345145,1.288095224432359,0.5031546054266284,0.902806732853765,-4.749485551368424,-5.054779315129342,1.2570608362989122,2.5298238162559263,-2.675831719160748,-2.7509003704343433,-5.4914181550057695,1.8949054658634117,-3.077629371617835,-4.768714402869893,-0.9752396679664409,1.2384489386615776,33.64
